question_id,compressed_tags
487,[-20.362846 -29.340996  -5.250591  18.133488]
488,[ -1.6799827 -24.60303    -7.676732    1.4993067]
489,[-10.553204  -18.084625    5.247502    1.7858958]
490,[-10.0113735 -23.482548   -2.9815898  -1.4900708]
491,[-19.075743  -40.28192   -29.90294    -0.3041688]
492,[-13.947981 -37.767902 -15.160191  -7.69569 ]
493,[-18.812937  -18.579365   -5.430287    4.4893665]
494,[-12.376292  -24.94639    -5.986558   -3.8629704]
495,[-31.388592 -41.702354  -8.866195   8.130629]
496,[-11.80833  -22.113749 -25.708172   1.845642]
497,[-23.74753   -34.628956  -10.404824    1.2208697]
498,[-11.633703  -42.687923  -15.990602   -2.2037253]
499,[-13.55103   -37.41968   -15.389331   -7.2428503]
500,[-13.129253 -24.615122  -3.711202  10.12321 ]
501,[-10.422623  -17.344162    5.7422075   2.9600081]
502,[-18.812937  -18.579365   -5.430287    4.4893665]
503,[-22.95541  -45.9862   -10.951325   9.066165]
504,[-10.272153   -23.293089    -0.12371726   0.8983583 ]
505,[ -1.9108614 -31.935514   -9.013797   -1.4711205]
506,[-23.834457  -36.73523   -11.144366    0.9643841]
507,[ -3.5079596 -26.827496  -13.475604   -3.8347106]
508,[-14.298957 -26.32593   -8.225646   6.189526]
509,[ -1.451953  -24.268171   -8.804934    1.7037114]
510,[ -9.246726 -20.409388  -8.070897  -3.778625]
511,[-31.534653  -38.38683    -7.9998865   8.656156 ]
512,[-30.01142   -27.602278  -23.35018     1.8206035]
513,[-23.379414   -34.491714   -10.825271     0.94612384]
514,[-20.13773  -28.472551 -25.097614  -8.957337]
515,[-29.992085 -18.75216  -13.073285  10.056889]
516,[-21.876648  -24.70719    -8.915671   -5.3337755]
517,[-21.876648  -24.70719    -8.915671   -5.3337755]
518,[-18.739538   -8.653256   -5.319143   -1.1373116]
519,[-30.47572   -25.356932  -22.738266    2.1902738]
520,[-22.651962 -26.349146  -8.736181  -6.876733]
521,[-23.379414   -34.491714   -10.825271     0.94612384]
522,[-21.159403   -14.121791     4.499664     0.26469123]
523,[-16.049086  -12.303065   -8.07028    -2.2875247]
524,[-15.652349  -18.160864   -1.5081942   2.243115 ]
525,[-23.178461  -11.422326  -16.947449    2.7104964]
526,[-29.038685  -13.256112  -12.0826845   9.827109 ]
527,[-30.756624  -27.293488  -22.722565    1.1709069]
528,[-32.427166  -27.673943  -22.82569     3.0686746]
529,[-22.146914 -12.237381 -19.604004   3.342401]
530,[-15.09389    -8.564654   -0.7099351  -2.918541 ]
531,[-14.943316 -38.64066  -14.689529  -6.565816]
532,[-14.1686945 -15.062352  -18.054813   -8.207626 ]
533,[-13.3919735  -9.340878    1.8198408  -0.6461075]
534,[ -9.111293  -21.084856  -21.247326    2.7220259]
535,[-27.037128   -32.270306     0.04685985   5.5993514 ]
536,[-30.354588  -27.992172  -23.352066    1.5402017]
537,[-22.146914 -12.237381 -19.604004   3.342401]
538,[-22.001308   -12.348871     2.3040776   -0.46028793]
539,[-11.113797 -23.208029 -24.452534   3.03695 ]
540,[-17.25537   -20.676138   -8.838638    1.1304876]
541,[ -2.560595  -29.40191   -11.443218   -1.5187157]
542,[-22.95541  -45.9862   -10.951325   9.066165]
543,[ -2.1868489 -21.218748   -8.670697    2.5277967]
544,[-14.560409  -31.85089    -3.5352802  -1.8152877]
545,[-12.378125  -23.95259    -3.6645734  10.545508 ]
546,[-12.410328  -24.353933   -6.6543665  -3.048109 ]
547,[-11.612439 -43.838554 -15.721805  -2.456264]
548,[ -8.496673  -27.63083     0.3840472   1.727506 ]
549,[-14.494303  -37.104992  -15.448022   -7.2112474]
550,[-11.80833  -22.113749 -25.708172   1.845642]
551,[ -9.246726 -20.409388  -8.070897  -3.778625]
552,[-23.240294  -38.009842  -11.466634    0.8167166]
553,[ -6.884012  -20.676704   -3.7782466  -5.3297133]
554,[-18.922577  -17.576418   -5.6629353   4.377032 ]
555,[-1.9480860e+01 -3.9749176e+01 -3.0157881e+01  1.6311526e-02]
556,[-21.257208  -27.232908   -2.1623757   1.9438295]
557,[-11.847748 -44.129585 -16.624714  -2.193624]
558,[ -6.9366145 -23.049545  -12.303219   -7.696735 ]
559,[-17.851465 -26.071564  -1.967872  18.4775  ]
560,[-16.406256 -27.462318   3.371714   2.662509]
561,[-17.25537   -20.676138   -8.838638    1.1304876]
562,[-12.378125  -23.95259    -3.6645734  10.545508 ]
563,[-16.462755  -39.177933   -3.6128864   2.6615067]
564,[ -4.381198   -24.851206   -10.617425    -0.43045032]
565,[-22.75133   -37.78609   -11.422032    1.0560497]
566,[-12.099555  -43.30797   -16.362127   -1.9321235]
567,[-21.093695 -43.304638  -9.846374   8.166899]
568,[-21.498726  -45.564636  -10.858169    7.7449875]
569,[-13.934513  -37.29977   -15.695795   -7.7613163]
570,[-21.515375 -44.86317  -10.731012   7.546184]
571,[ -6.9366145 -23.049545  -12.303219   -7.696735 ]
572,[ -6.2193165 -24.965652   -9.960002    2.0147095]
573,[-16.9895    -39.018562   -3.9803562   2.6276894]
574,[-14.494303  -37.104992  -15.448022   -7.2112474]
575,[-20.49856   -38.883804  -30.527271    0.8001343]
576,[-12.482246  -25.322836   -6.6067753  -3.3679824]
577,[-23.240294  -38.009842  -11.466634    0.8167166]
578,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
579,[-23.270002  -35.460064  -10.824027    1.4841162]
580,[-20.49856   -38.883804  -30.527271    0.8001343]
581,[-15.652349  -18.160864   -1.5081942   2.243115 ]
582,[ -2.1204493 -32.475285   -9.473275   -1.7270217]
583,[-13.215254  -36.792305  -15.07528    -8.1873665]
584,[-21.367004 -42.161964 -10.102844   7.933668]
585,[-10.422623  -17.344162    5.7422075   2.9600081]
586,[-18.812937  -18.579365   -5.430287    4.4893665]
587,[-21.093695 -43.304638  -9.846374   8.166899]
588,[ -8.496673  -27.63083     0.3840472   1.727506 ]
589,[ -4.4259233 -26.22902   -12.259989   -1.7421345]
590,[-17.063412  -20.461895   -6.2877073   1.6714313]
591,[ -1.6799827 -24.60303    -7.676732    1.4993067]
592,[-14.298957 -26.32593   -8.225646   6.189526]
593,[-14.943316 -38.64066  -14.689529  -6.565816]
594,[-13.219062 -34.810345 -13.932646  -8.548175]
595,[-23.379414   -34.491714   -10.825271     0.94612384]
596,[-11.893411  -43.79712   -16.73547    -1.9057325]
597,[-21.498726  -45.564636  -10.858169    7.7449875]
598,[-11.949121 -45.121887 -15.92686   -0.65997 ]
599,[-16.145405 -37.307034 -14.856546  -8.159547]
600,[-21.367004 -42.161964 -10.102844   7.933668]
601,[-13.934513  -37.29977   -15.695795   -7.7613163]
602,[-11.847748 -44.129585 -16.624714  -2.193624]
603,[-16.2887    -37.51339    -2.0476043   2.5013566]
604,[-10.467266 -23.406519  -7.988366  -5.310397]
605,[-14.075702  -20.211693  -24.430632    3.6333137]
606,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
607,[-24.2573    -27.508741   -4.9972777  10.765812 ]
608,[-11.022756  -27.439936   -6.8904796  -4.6387773]
609,[-20.997879  -27.014694   -2.0413752   2.0613108]
610,[-20.49856   -38.883804  -30.527271    0.8001343]
611,[-17.063412  -20.461895   -6.2877073   1.6714313]
612,[ -3.5079596 -26.827496  -13.475604   -3.8347106]
613,[-13.55103   -37.41968   -15.389331   -7.2428503]
614,[-14.343403 -26.166021  -8.890232   6.447727]
615,[-11.322716  -21.515041    2.331186    3.0983481]
616,[-17.25537   -20.676138   -8.838638    1.1304876]
617,[-17.73133  -32.30499   -6.416826   8.256664]
618,[-16.9895    -39.018562   -3.9803562   2.6276894]
619,[ -4.381198   -24.851206   -10.617425    -0.43045032]
620,[-24.754671  -38.468006  -11.338398    2.0174098]
621,[ -1.451953  -24.268171   -8.804934    1.7037114]
622,[-22.091362 -45.040398 -11.054128   7.861662]
623,[ -3.5079596 -26.827496  -13.475604   -3.8347106]
624,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
625,[-24.855917  -37.506874  -11.3214855   1.484615 ]
626,[-12.099555  -43.30797   -16.362127   -1.9321235]
627,[-20.964314  -33.99863    -5.5865474  18.721886 ]
628,[ -3.9023802  -25.800991   -11.783593    -0.09701207]
629,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
630,[-22.134882 -44.378525 -10.755948   8.08034 ]
631,[-14.494303  -37.104992  -15.448022   -7.2112474]
632,[ -3.6541076  -25.87229    -10.542386    -0.12389196]
633,[-16.406256 -27.462318   3.371714   2.662509]
634,[ -4.744749  -28.494215   -7.0280666  -6.869557 ]
635,[-11.171141  -22.542984  -26.543716   -1.1780475]
636,[-15.324126  -18.206163   -1.9177537   1.8414849]
637,[ -5.869944  -17.39969    -5.1169424  -3.5443087]
638,[-25.716347 -38.19213  -11.537023   2.664904]
639,[-20.49856   -38.883804  -30.527271    0.8001343]
640,[-16.18511   -24.855947   -6.1122866   3.4337683]
641,[ -7.1557727 -31.189472  -10.234073    3.4411378]
642,[ -8.797855  -19.923838   -8.835145   -6.8426137]
643,[-21.093695 -43.304638  -9.846374   8.166899]
644,[-10.210901  -19.586033    4.6269526   2.5402913]
645,[-19.338697  -18.503935   -6.1670237   3.5636196]
646,[-16.888514  -25.225138   -4.0188985  10.125772 ]
647,[ -9.038916   -28.47375      0.62562615   0.24456303]
648,[ -3.5079596 -26.827496  -13.475604   -3.8347106]
649,[-31.68285  -41.61134   -9.246726   9.204338]
650,[ -3.5079596 -26.827496  -13.475604   -3.8347106]
651,[-14.298957 -26.32593   -8.225646   6.189526]
652,[-13.934513  -37.29977   -15.695795   -7.7613163]
653,[-24.754671  -38.468006  -11.338398    2.0174098]
654,[-22.283798  -43.684334  -10.645385    7.9674444]
655,[-20.815966  -40.928925  -30.252262    1.4140638]
656,[-16.244452  -26.84425     6.1551604   8.219614 ]
657,[-24.038982  -25.484863   -4.90382     6.6784563]
658,[-13.374144   -43.82977    -15.994151    -0.67726004]
659,[-17.962147  -27.985853   -1.6568888  18.260355 ]
660,[ -9.453972   -25.146534     3.2564056    0.71049464]
661,[-24.855917  -37.506874  -11.3214855   1.484615 ]
662,[-16.909796  -24.886944   -5.865706    8.0084095]
663,[-16.406256 -27.462318   3.371714   2.662509]
664,[-24.25429   -36.66413   -11.600073    1.6074617]
665,[-16.9895    -39.018562   -3.9803562   2.6276894]
666,[-13.892315  -24.411518    2.4598558   2.6778517]
667,[-23.639723   -37.270763   -10.978033     0.41515717]
668,[-22.091362 -45.040398 -11.054128   7.861662]
669,[-17.851465 -26.071564  -1.967872  18.4775  ]
670,[-12.378125  -23.95259    -3.6645734  10.545508 ]
671,[-21.380577  -45.434578  -11.092084    7.8161106]
672,[-14.297634  -24.864037   -7.422896    6.5932565]
673,[-10.735775  -24.571878    0.7494398  -0.7845336]
674,[-21.093695 -43.304638  -9.846374   8.166899]
675,[-14.298957 -26.32593   -8.225646   6.189526]
676,[-10.272153   -23.293089    -0.12371726   0.8983583 ]
677,[-17.691446  -28.69287    -6.470487    8.8356695]
678,[-17.063412  -20.461895   -6.2877073   1.6714313]
679,[-12.208393  -40.768353  -15.457414   -1.6382636]
680,[-22.134882 -44.378525 -10.755948   8.08034 ]
681,[ -3.5079596 -26.827496  -13.475604   -3.8347106]
682,[-11.022756  -27.439936   -6.8904796  -4.6387773]
683,[-22.95541  -45.9862   -10.951325   9.066165]
684,[-15.454468  -38.545265  -14.62613    -7.1823664]
685,[ -9.691585  -35.710262   -8.641933    6.4447665]
686,[-16.462755  -39.177933   -3.6128864   2.6615067]
687,[ -6.180803 -22.258587 -12.770764  -6.892047]
688,[-12.505185  -30.152805  -21.248104    2.1208487]
689,[ -6.180803 -22.258587 -12.770764  -6.892047]
690,[-24.746744  -38.660946  -11.283946    2.4922996]
691,[-11.470846  -29.723423   -6.4407606  -1.4596009]
692,[-15.652349  -18.160864   -1.5081942   2.243115 ]
693,[-10.918907  -19.103544  -27.155931    1.6742759]
694,[-17.570494  -19.632765   -5.9130564   1.3533075]
695,[ -1.8900722 -31.034405   -9.520305   -1.7931268]
696,[ -6.5004983 -17.86426    -3.9943874  -3.8184958]
697,[-21.214718 -42.501022  -9.882394   8.156757]
698,[-11.542788  -22.40472     3.285455    0.8293711]
699,[-32.986683 -42.312447  -8.935395  10.391762]
700,[-13.128921  -31.141077   -6.1388707  10.160974 ]
701,[-10.511311  -21.676607    1.2074494   1.9518113]
702,[ -6.646636  -31.298405  -11.386836    1.6994361]
703,[-21.257208  -27.232908   -2.1623757   1.9438295]
704,[-11.847748 -44.129585 -16.624714  -2.193624]
705,[-22.134882 -44.378525 -10.755948   8.08034 ]
706,[ -6.8098364 -30.498049   -9.20008     6.9595656]
707,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
708,[-31.474737 -39.2724    -8.081187   8.976006]
709,[-17.77889  -24.964825 -24.91106   11.787984]
710,[-32.010155  -28.389996  -23.51474     3.5717325]
711,[-24.754671  -38.468006  -11.338398    2.0174098]
712,[-13.164513  -21.353598  -15.614067   -5.7105565]
713,[-30.23986   -24.464472  -21.733759    1.9716032]
714,[-15.743058   -9.544211   -0.8503163  -3.7304597]
715,[-20.13773  -28.472551 -25.097614  -8.957337]
716,[-11.130528  -22.36679   -26.929758   -0.9687526]
717,[-22.146914 -12.237381 -19.604004   3.342401]
718,[-13.88868   -16.346056   -5.085802   -3.3702898]
719,[-17.063412  -20.461895   -6.2877073   1.6714313]
720,[-21.019869  -12.948604    4.274147    1.4384269]
721,[-24.073421  -27.565449   -9.6904335  -5.746666 ]
722,[-23.80044    -37.67534    -11.360211     0.98470247]
723,[-21.705654  -10.022218  -18.45629     4.5395575]
724,[-22.146914 -12.237381 -19.604004   3.342401]
725,[-24.50242   -11.048448  -15.669887    5.4650407]
726,[-31.49637   -26.518696  -23.641361    2.2917137]
727,[-22.422836 -14.916676 -15.362308   3.157753]
728,[-18.922577  -17.576418   -5.6629353   4.377032 ]
729,[-14.965736  -11.530191   -5.9336343  -5.4634047]
730,[-18.634745 -29.847765 -24.410694  -9.397761]
731,[-18.001177    -8.471131    -4.800398    -0.20286992]
732,[-11.171141  -22.542984  -26.543716   -1.1780475]
733,[-16.18511   -24.855947   -6.1122866   3.4337683]
734,[-24.98033   -20.0633    -11.841286    3.0145636]
735,[-19.630875   -40.141838   -30.348497     0.29091275]
736,[-17.512642  -19.358541  -15.592451   -2.2786646]
737,[ -8.849166  -20.345709  -21.159958    3.3539257]
738,[-16.496075   -38.24052     -0.52241695   0.24313247]
739,[-16.462755  -39.177933   -3.6128864   2.6615067]
740,[-17.805693 -31.129164  -6.591132   8.628002]
741,[-15.601182  -32.866665  -27.636175    0.9360909]
742,[-16.618061  -36.32543    -2.4376264   2.1479044]
743,[-14.298957 -26.32593   -8.225646   6.189526]
744,[-16.200998  -38.563965   -3.322394    2.4837213]
745,[-22.091362 -45.040398 -11.054128   7.861662]
746,[-17.446526  -38.247738   -3.417957    2.9854078]
747,[-16.406256 -27.462318   3.371714   2.662509]
748,[-20.047567  -39.969772  -30.20732     0.1504966]
749,[-14.298957 -26.32593   -8.225646   6.189526]
750,[-11.592791  -22.010569    2.490795    3.1057115]
751,[-11.322716  -21.515041    2.331186    3.0983481]
752,[-14.974153 -26.862663  -6.569671   8.34186 ]
753,[-11.80833  -22.113749 -25.708172   1.845642]
754,[ -8.496673  -27.63083     0.3840472   1.727506 ]
755,[-22.95541  -45.9862   -10.951325   9.066165]
756,[-16.9895    -39.018562   -3.9803562   2.6276894]
757,[-11.958967 -21.120207  -4.213548  11.20097 ]
758,[-10.553204  -18.084625    5.247502    1.7858958]
759,[-17.705399  -40.099773   -2.0389676   2.3937893]
760,[-20.045092   -39.344784   -30.213797     0.09220809]
761,[-12.829541  -31.274057   -7.1113753   9.840606 ]
762,[ -8.849166  -20.345709  -21.159958    3.3539257]
763,[-24.754671  -38.468006  -11.338398    2.0174098]
764,[-22.146914 -12.237381 -19.604004   3.342401]
765,[-30.970072  -27.613434  -23.157776    2.0390677]
766,[-23.606236  -37.99567   -11.537212    1.0222173]
767,[-10.384324 -14.834197 -22.045975  -7.155494]
768,[-32.306114  -27.966057  -23.548487    2.5120296]
769,[-22.865088  -15.77157    -4.166493    2.2864556]
770,[-22.279648 -26.469227 -10.415421  -5.491915]
771,[-26.753134  -22.727943    1.2953211   0.9739039]
772,[-32.010155  -28.389996  -23.51474     3.5717325]
773,[-19.695541  -18.628496   -1.2274307  -1.681417 ]
774,[-15.652349  -18.160864   -1.5081942   2.243115 ]
775,[-23.64556   -26.636612   -9.765582   -6.0705357]
776,[-22.279648 -26.469227 -10.415421  -5.491915]
777,[-16.18511   -24.855947   -6.1122866   3.4337683]
778,[-23.178461  -11.422326  -16.947449    2.7104964]
779,[-21.185715  -12.750884  -16.158312    2.5183005]
780,[-22.422836 -14.916676 -15.362308   3.157753]
781,[-30.01142   -27.602278  -23.35018     1.8206035]
782,[-30.00914   -29.776613   -6.0677223  -0.4760719]
783,[-13.772048  -35.385464  -14.266727   -7.4310207]
784,[-20.13773  -28.472551 -25.097614  -8.957337]
785,[-21.656715  -24.145514   -9.249465   -5.9523034]
786,[-11.902408  -29.169231  -21.52161     2.9093142]
787,[-16.700579  -18.465878   -7.1298313   2.1439204]
788,[-30.090326 -15.496621 -17.683226   9.616291]
789,[-30.41427   -27.05323   -23.160404    1.3596734]
790,[-14.965736  -11.530191   -5.9336343  -5.4634047]
791,[-11.559355  -21.66309   -25.094763    1.4678483]
792,[-15.454468  -38.545265  -14.62613    -7.1823664]
793,[-29.992085 -18.75216  -13.073285  10.056889]
794,[-14.943316 -38.64066  -14.689529  -6.565816]
795,[ -8.277006 -20.99444   -9.869935  -8.31136 ]
796,[-16.049086  -12.303065   -8.07028    -2.2875247]
797,[-13.55103   -37.41968   -15.389331   -7.2428503]
798,[-29.823492 -25.210075 -22.245537   2.337471]
799,[-14.494303  -37.104992  -15.448022   -7.2112474]
800,[-20.49856   -38.883804  -30.527271    0.8001343]
801,[-13.55103   -37.41968   -15.389331   -7.2428503]
802,[-24.022533  -13.977908   -1.964832    3.0444694]
803,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
804,[-15.063962 -23.673943 -20.422241  11.7357  ]
805,[-11.342778  -27.375227   -6.4331293  -5.0852613]
806,[-20.13773  -28.472551 -25.097614  -8.957337]
807,[ -7.3196754 -20.385784  -11.097303   -7.335179 ]
808,[-14.943316 -38.64066  -14.689529  -6.565816]
809,[ -4.1369977 -27.47074    -7.259771   -6.4827623]
810,[-30.090326 -15.496621 -17.683226   9.616291]
811,[-13.55103   -37.41968   -15.389331   -7.2428503]
812,[ -6.180803 -22.258587 -12.770764  -6.892047]
813,[-30.354588  -27.992172  -23.352066    1.5402017]
814,[-15.150655  -31.416899   -4.5595913  -0.7132529]
815,[-13.934513  -37.29977   -15.695795   -7.7613163]
816,[ -8.849166  -20.345709  -21.159958    3.3539257]
817,[-10.050319  -19.859734   -8.499397   -4.7578883]
818,[-33.947    -12.061364 -15.639565  10.227868]
819,[ -6.5004983 -17.86426    -3.9943874  -3.8184958]
820,[ -5.9224467 -20.20016    -4.8185782  -4.428482 ]
821,[-17.063412  -20.461895   -6.2877073   1.6714313]
822,[-23.240294  -38.009842  -11.466634    0.8167166]
823,[-11.949121 -45.121887 -15.92686   -0.65997 ]
824,[-16.781801 -26.327713  -4.104954  10.336223]
825,[ -3.8147423 -27.219507  -13.321309   -4.3459544]
826,[ -6.646636  -31.298405  -11.386836    1.6994361]
827,[-14.343403 -26.166021  -8.890232   6.447727]
828,[-13.947981 -37.767902 -15.160191  -7.69569 ]
829,[ -2.3257272 -27.422813   -9.056935   -1.3815733]
830,[-16.462755  -39.177933   -3.6128864   2.6615067]
831,[ -6.9366145 -23.049545  -12.303219   -7.696735 ]
832,[-20.047567  -39.969772  -30.20732     0.1504966]
833,[-14.51643  -34.102352 -14.619366  -8.70601 ]
834,[-18.812937  -18.579365   -5.430287    4.4893665]
835,[-14.943316 -38.64066  -14.689529  -6.565816]
836,[-14.873989  -15.946377   -2.0304947   4.5339622]
837,[-15.063962 -23.673943 -20.422241  11.7357  ]
838,[-23.240294  -38.009842  -11.466634    0.8167166]
839,[ -1.451953  -24.268171   -8.804934    1.7037114]
840,[-11.022756  -27.439936   -6.8904796  -4.6387773]
841,[-12.63429  -21.76147   -4.327985  10.857535]
842,[-17.446526  -38.247738   -3.417957    2.9854078]
843,[-17.063412  -20.461895   -6.2877073   1.6714313]
844,[-12.63429  -21.76147   -4.327985  10.857535]
845,[-10.272153   -23.293089    -0.12371726   0.8983583 ]
846,[-12.208393  -40.768353  -15.457414   -1.6382636]
847,[-23.606236  -37.99567   -11.537212    1.0222173]
848,[-30.354588  -27.992172  -23.352066    1.5402017]
849,[-31.49637   -26.518696  -23.641361    2.2917137]
850,[-24.746744  -38.660946  -11.283946    2.4922996]
